word,type_0,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,type_11,type_12,type_13
6100,21,27,1,1,14,7,19,0,5,0,0,55,0,0
6101,20110,7524,7897,6325,3576,2579,5899,3132,3170,2843,2100,1008,489,190
6102,2,3,2,5,5,17,4,0,1,0,0,14,0,0
6103,1,21,4,2,5,2,0,3,0,0,0,0,0,0
6104,20603,21203,16760,9121,3903,6100,6228,4969,3266,2649,3749,1504,958,359
6105,20,0,3,3,1,2,2,0,0,2,0,1,0,0
6107,31,34,28,9,35,21,9,11,8,16,4,1,3,2
6108,224,55,168,698,34,217,64,13,62,32,35,186,3,5
6109,2,2,1,0,0,0,0,0,0,0,0,0,0,0
6110,13,26,42,9,4,3,15,15,5,2,0,3,0,1
6111,3026,277,1501,1233,162,546,819,162,468,347,98,344,51,69
6112,3,53,0,1,1,8,1,3,3,0,1,0,1,0
6113,38,20,71,78,22,248,26,5,6,8,3,15,2,4
6114,0,2,1,1,2,0,0,1,0,2,0,4,0,0
6115,1708,5319,878,1678,2014,494,486,1196,286,106,708,32,51,4
6116,49,14,76,48,21,15,10,9,1,1,2,1,2,0
6117,2,0,0,2,1,0,2,0,0,3,0,0,0,0
6119,363,995,608,839,102,273,127,321,71,160,103,20,5,59
6120,0,0,0,2,0,1,0,0,0,0,1,0,0,0
6121,2,1,1,5,1,14,1,1,1,17,0,0,0,0
6122,35136,28643,29826,20467,12838,12005,8708,7808,6315,5448,4268,2813,1463,805
6124,10,3,14,2,2,16,3,0,0,0,0,0,0,1
6126,89,54,212,81,30,102,24,14,87,16,6,35,12,7
6127,1127,329,519,963,660,1091,715,106,1172,109,470,46,96,25
6128,72,25,40,98,19,78,11,10,8,37,4,11,0,2
6129,4,0,24,15,2,26,6,3,0,0,0,29,0,0
6130,7,3,13,0,1,12,16,1,0,3,0,1,0,0
6131,2,0,2,0,0,9,0,0,1,0,1,0,0,1
6132,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6133,251,98,584,366,991,288,156,41,41,95,16,159,15,6
6134,141,109,267,233,26,225,97,126,40,3,21,2,4,0
6135,38,35,125,161,19,37,78,6,9,3,74,5,1,1
6136,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6137,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6138,2,0,4,8,0,2,0,0,0,0,0,1,0,0
6139,1619,269,783,410,616,673,115,95,102,200,36,77,23,15
6140,150,52,28,34,10,28,14,38,25,11,8,11,3,3
6141,34,50,87,204,51,131,18,10,257,9,989,3,3,1
6142,57,55,61,63,43,43,34,18,13,3,9,0,2,0
6143,3283,1714,1934,3292,628,4981,1511,1167,613,455,321,207,78,140
6144,707,611,558,720,217,235,132,92,96,105,85,23,9,24
6145,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6146,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6147,27,10,23,38,4,37,14,7,89,7,5,9,1,1
6148,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6149,2191,2348,2277,1983,953,2453,510,399,102,89,129,112,71,18
6150,13,16,2,4,1,1,0,1,0,0,1,0,0,1
6151,81,246,149,68,21,110,14,164,22,3,37,3,2,0
6152,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6153,40,29,86,59,34,21,32,5,3,7,8,4,0,6
6154,5,11,19,7,1,10,4,5,6,5,0,1,0,1
6155,3,1,4,0,1,15,8,1,0,0,0,0,0,0
6156,14,12,20,73,19,32,12,6,11,9,3,70,2,0
6158,356,162,1043,484,75,245,70,41,83,206,19,47,17,23
6159,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6160,2206,4521,4014,3741,665,2085,704,1494,767,404,538,449,77,72
6161,3414,422,269,134,96,184,267,107,115,99,34,194,45,88
6162,18,2,5,16,7,12,2,17,11,2,0,18,0,0
6163,3079,4319,7951,1046,976,1262,1583,1110,447,395,267,334,473,51
6164,246,747,319,565,121,312,132,137,84,40,42,681,12,10
6165,7788,6212,4028,2492,3104,961,2424,1749,1011,952,831,208,182,39
6166,8,3,16,22,1,64,6,1,2,1,0,2,0,2
6167,2647,1949,2926,1881,1360,1104,1333,803,514,399,247,312,93,69
6168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6169,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6170,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6171,372,87,892,522,99,125,112,27,88,206,52,70,7,42
6172,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6174,97,5,16,68,18,19,57,2,85,12,11,61,0,2
6175,315,403,744,329,78,383,64,117,11,65,33,3,34,14
6176,3088,1350,6459,2754,1857,2619,1544,389,749,991,295,247,309,255
6177,5,0,0,0,0,0,0,0,11,0,0,4,0,0
6178,4318,13359,1718,928,3006,1518,2097,3347,997,219,1037,89,111,42
6179,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6180,0,2,0,0,0,0,0,0,0,0,0,0,1,0
6181,83,75,80,87,7,16,9,21,5,11,8,0,2,2
6182,579,127,13617,1797,546,483,1377,77,185,540,78,274,154,33
6183,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6184,3,2,3,11,2,11,2,1,2,6,0,0,0,1
6185,43,39,36,51,26,162,52,12,16,13,7,11,3,5
6186,0,0,2,0,1,0,0,0,0,1,0,0,0,0
6188,14,12,20,43,2,24,10,1,2,3,3,8,2,2
6189,160,37,952,103,15,8,12,32,29,187,31,12,9,4
6190,11,6,6,22,3,3,25,6,6,5,2,0,1,0
6191,48,7,28,52,11,53,31,15,9,3,6,60,1,5
6192,3316,3051,1110,480,1193,264,2254,1087,694,417,439,96,57,31
6193,1017,502,1534,1240,1286,1305,368,195,335,277,932,92,44,40
6194,5,1,1,8,0,8,4,2,9,5,1,0,0,0
6195,7,10,28,9,5,0,5,6,3,7,2,0,2,0
6196,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6197,137,163,226,494,30,119,192,36,55,127,34,14,5,23
6198,99,119,133,231,36,106,66,33,94,44,40,37,9,16
6199,86,41,397,288,22,255,46,22,15,44,5,12,8,36
6200,26,16,2,3,1,1,2,2,4,1,0,2,0,0
6201,1,0,0,1,0,2,0,0,0,0,0,0,0,0
6203,580,1613,489,764,232,343,179,627,659,109,469,329,23,68
6204,13,6,1,0,0,0,6,4,14,2,9,1,0,0
6205,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6206,17115,8112,2462,2748,3429,2140,3319,1985,3585,1682,2456,718,179,69
6207,0,0,0,8,1,1,1,0,0,2,0,0,0,0
6208,0,0,16,3,1,4,7,0,0,1,0,0,0,0
6209,2,0,4,5,0,9,1,0,0,1,0,0,2,0
6210,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6211,151,154,379,355,72,114,48,90,32,54,61,1,4,0
6212,9,1,1,2,0,1,2,1,0,0,1,0,0,0
6213,2,1,1,0,0,8,0,0,0,0,0,0,1,0
6214,23,16,28,101,5,14,13,15,2,1,5,0,0,0
6215,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6216,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6217,3,4,8,8,5,1,10,0,0,0,1,1,0,0
6218,13,6,8,7,33,7,3,4,0,0,2,0,0,0
6219,20,5,24,30,8,66,22,1,40,9,15,9,1,1
6220,1792,4840,507,316,33,47,593,508,219,235,738,73,112,10
6221,2137,4355,636,359,1955,752,707,1010,345,149,231,59,24,30
6222,0,0,0,0,0,0,0,0,0,5,0,0,0,0
6223,130,169,8606,268,69,135,200,70,64,55,44,21,20,5
6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6225,1,9,0,0,4,12,1,0,4,0,1,0,0,0
6226,0,1,0,3,2,2,1,0,0,0,0,2,0,0
6227,10038,1715,9839,1439,2454,1232,686,375,361,1017,354,321,510,34
6229,10,5,12,167,0,11,7,3,4,12,6,3,1,1
6230,0,0,3,0,0,1,2,0,0,0,0,0,0,0
6231,12,1,94,111,0,57,9,1,1,6,0,7,2,11
6232,10,3,10,26,1,44,6,1,6,7,1,1,2,2
6233,64,41,102,68,59,83,32,9,4,18,10,77,3,4
6234,335,353,411,220,397,474,245,108,147,122,32,79,13,17
6235,4000,2855,6882,3801,1480,3549,2359,661,653,675,324,266,279,165
6236,1514,1699,1211,1099,764,1207,277,534,193,519,68,142,51,64
6237,7,0,13,57,1,45,17,0,0,5,2,0,0,0
6238,27,10,174,96,7,91,28,12,2,6,5,0,2,4
6239,20,15,18,14,52,10,14,6,9,4,4,2,0,0
6240,11,1,24,17,2,6,11,3,1,0,0,3,1,0
6241,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6242,18802,14226,7177,5345,3527,5127,2791,4330,1755,1805,3528,367,740,147
6243,3045,449,44,283,42,86,58,29,81,118,30,126,1,11
6244,48,30,74,180,48,113,11,6,11,17,3,7,1,7
6246,0,0,0,2,0,0,2,0,0,4,0,0,0,0
6247,13,6,61,6,2,0,5,2,1,3,0,0,1,0
6248,10081,4212,4907,5578,3224,4674,8767,1036,1354,1005,1599,763,104,222
6249,0,0,0,7,2,2,2,0,0,0,0,0,0,0
6250,21901,26603,5759,2399,2347,2057,3361,5875,1324,2069,2380,449,782,116
6251,2,1,4,3,0,0,0,3,0,1,0,0,0,0
6252,585,689,49,126,38,124,311,387,166,279,118,89,12,27
6253,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6254,105,251,549,161,77,147,98,57,29,19,7,20,57,8
6255,11,1,13,11,0,39,18,4,3,0,0,1,5,0
6256,283,11,35,103,51,253,7,7,7,15,4,12,1,3
6257,96,37,127,80,7,15,42,20,2,0,2,7,0,0
6259,3,3,0,0,107,1,0,0,1,0,0,0,0,0
6260,0,0,6,2,2,0,0,0,0,0,1,1,0,1
6261,13,0,0,2,2,0,0,0,0,0,0,0,0,0
6262,87,12,35,150,8,57,10,19,6,0,43,6,1,1
6263,0,1,9,5,1,6,2,0,1,2,9,1,0,0
6264,2,0,11,96,0,2,1,0,1,2,0,1,0,0
6265,677,718,384,831,156,424,197,146,297,238,239,152,16,17
6266,50,15,107,213,31,137,25,6,21,9,8,73,0,10
6267,1346,91,132,253,47,160,42,441,525,66,26,430,5,6
6268,2,0,3,1,0,1,0,0,0,0,0,0,0,0
6269,3,0,1,6,3,5,1,0,0,1,1,3,0,0
6270,2,1,0,0,0,0,0,4,0,1,0,0,0,0
6272,595,329,672,608,182,483,389,171,165,156,89,282,23,24
6273,0,0,0,0,1,0,1,0,1,0,0,0,0,0
6274,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6275,49,46,69,69,6,5,15,12,18,14,6,11,0,2
6276,2,7,2,1,1,0,1,2,0,0,1,0,0,1
6277,54,12,225,148,18,239,64,8,14,39,6,15,5,13
6278,2,1,0,4,0,7,1,1,0,0,0,0,0,0
6279,72,32,64,55,49,78,25,9,12,6,2,3,2,2
6280,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6282,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6283,720,653,1429,930,103,508,115,287,87,322,127,90,96,35
6284,6604,3799,1674,2987,390,198,1042,231,220,1404,84,435,110,38
6286,18031,19907,11156,7730,4476,3562,5389,3247,1181,1637,3060,421,255,131
6287,94,617,1266,75,130,39,44,97,27,8,29,99,97,3
6289,17439,7529,2488,3244,592,334,814,1287,441,1737,369,649,66,39
6291,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6292,53,27,316,81,24,89,38,9,20,31,8,6,15,3
6293,19892,9024,3352,4117,750,376,1035,1034,574,2514,587,534,521,29
6294,14,1,6,29,6,9,3,0,19,3,0,171,0,0
6295,166,21,36,107,229,436,40,28,8,49,11,8,3,0
6296,145,50,1237,150,34,91,65,22,30,102,42,7,4,8
6298,584,221,1687,814,136,1675,138,93,103,339,51,52,107,24
6299,0,0,0,1,0,0,0,0,0,7,0,0,0,0
6300,0,0,3,0,0,4,0,0,0,0,0,0,0,0
6301,6080,3796,10126,7021,1304,4310,2923,1637,1608,2071,760,1135,331,533
6302,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6303,76,116,416,80,11,51,14,34,7,6,14,0,2,0
6304,71,29,41,30,18,3,20,15,53,26,13,9,2,5
6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6307,111,70,286,61,161,53,31,22,3,95,2,2,7,3
6308,6656,3212,1137,450,271,490,410,773,564,640,118,246,50,48
6309,4,1,1,5,3,4,5,1,0,5,0,0,1,0
6310,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6311,1290,460,309,442,196,654,185,96,492,97,169,49,34,11
6312,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6313,65,30,92,27,63,26,19,7,15,50,8,1,1,4
6314,3420,3431,3147,2970,939,1221,1361,754,1380,897,685,209,146,126
6315,1,2,0,1,2,3,1,0,0,0,0,0,0,0
6316,5,0,18,186,0,4,2,1,29,18,9,110,0,2
6317,0,0,0,0,0,2,0,0,0,0,0,0,0,1
6318,318,141,669,1009,282,179,101,62,119,68,40,13,54,3
6319,4841,12216,1176,1207,1465,375,1013,2754,933,497,1111,146,28,54
6320,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6323,13,33,7,6,10,14,5,3,3,2,4,0,0,0
6324,542,424,585,701,636,1401,234,132,183,54,54,288,47,42
6325,516,517,1595,1533,342,579,216,161,227,80,114,28,15,21
6326,62,5,5,1,0,1,2,5,3,16,7,0,0,3
6327,1488,808,699,328,256,278,153,288,390,224,94,175,57,28
6328,27,7,17,52,8,141,4,2,2,4,3,4,1,2
6329,83,16,101,372,16,38,14,8,15,45,10,13,3,17
6330,0,0,0,1,1,0,0,0,0,0,0,1,0,0
6331,4,15,0,1,1,7,1,0,0,0,0,3,0,0
6332,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6333,12274,13939,10893,4860,4738,4016,3499,4257,2501,1117,1440,1023,703,224
6334,37,27,37,38,17,55,20,6,3,6,3,7,4,1
6335,42,24,36,340,24,12,13,3,5,15,17,23,1,5
6336,0,0,0,2,0,0,2,0,0,2,0,0,0,0
6337,348,119,946,674,351,200,54,34,24,148,30,13,29,11
6338,130,340,302,39,41,12,31,65,69,42,39,5,4,3
6339,1,1,2,0,0,2,0,0,0,0,0,0,0,0
6341,3,5,0,6,0,4,4,1,1,3,0,2,1,1
6343,1,1,3,3,1,1,1,0,1,0,0,0,0,0
6344,0,2,0,0,0,2,0,0,1,0,0,0,0,0
6345,36,8,27,22,6,89,13,9,8,6,2,1,1,7
6346,1007,913,2220,603,267,679,141,477,169,408,119,48,75,21
6347,206,52,126,523,57,201,94,17,96,43,14,100,1,26
6348,152,49,212,71,26,9,29,31,8,16,10,3,2,1
6349,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6350,7058,3271,4523,8514,2854,2411,1136,895,1250,1489,760,420,190,109
6351,1,1,0,1,0,2,0,0,0,0,2,1,0,0
6352,2948,1721,8580,1435,1915,2941,512,755,1250,194,3717,428,495,35
6353,1,0,0,0,0,0,4,0,0,0,0,0,0,0
6354,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6355,278,78,340,309,69,316,151,37,66,85,81,95,10,19
6356,1444,437,1604,866,154,320,144,134,123,278,53,54,47,28
6357,22249,28077,4042,3928,4162,7574,4490,7553,3338,1572,3759,357,478,70
6358,10,0,43,65,7,21,13,1,13,11,1,2,0,9
6359,1,17,3,2,2,0,0,23,0,0,1,0,0,0
6360,1943,184,1250,973,100,364,113,41,148,340,43,168,34,28
6362,1214,712,2340,2004,676,1699,2105,410,481,394,307,628,55,84
6363,1,0,2,2,0,13,0,0,0,0,0,0,0,0
6364,68,37,94,405,58,209,25,19,52,36,23,10,9,5
6365,13,6,49,70,0,22,11,4,4,5,1,2,2,0
6366,6,7,11,10,0,2,5,2,7,3,1,0,0,3
6367,0,0,0,0,0,0,2,0,0,1,0,0,0,0
6368,0,0,1,5,0,4,1,1,1,1,1,1,0,0
6369,51,79,21,17,27,37,8,25,2,40,4,1,4,44
6370,24,67,37,26,18,78,18,13,3,10,0,16,1,4
6371,6,9,12,10,5,11,1,0,0,4,2,1,0,0
6372,15,12,28,69,3,50,8,0,0,8,3,4,0,2
6373,1,0,9,9,0,10,2,0,1,0,0,0,0,0
6375,2008,1476,410,564,677,337,548,407,433,233,203,66,34,28
6376,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6377,64,102,166,134,8,18,73,14,6,25,31,2,1,2
6378,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6379,200,113,90,34,18,74,65,58,49,54,4,11,2,10
6380,180,140,583,39,18,233,33,27,144,9,18,4,12,0
6381,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6383,1,0,1,3,0,8,2,0,0,1,0,0,0,0
6384,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6385,18,6,23,61,18,27,11,4,3,26,7,1,0,1
6386,120,63,466,137,134,55,127,17,55,51,12,27,28,11
6387,931,27,205,267,29,60,25,11,104,365,22,62,6,17
6388,26,6,2,4,1,2,4,2,1,0,0,0,0,0
6389,990,218,592,704,169,1050,246,337,125,236,86,374,28,35
6390,3248,4283,1812,475,288,385,183,1140,359,138,224,167,140,32
6391,147,326,446,253,26,10,97,29,28,74,11,27,3,1
6392,15,16,27,62,3,9,26,4,6,12,4,2,2,5
6393,1985,3334,1181,1770,895,852,744,868,428,628,296,71,34,62
6394,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6395,0,0,3,2,0,1,2,0,0,0,0,4,0,0
6396,229,189,636,612,161,178,96,97,17,37,32,78,29,4
6397,3,0,12,19,2,5,0,0,0,1,0,0,0,1
6398,467,233,495,415,1444,303,76,74,60,144,20,85,12,12
6399,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6400,41,26,17,47,7,35,21,6,5,5,1,6,0,2
6401,1,0,1,5,2,0,3,0,3,4,16,1,0,3
6402,132,21,378,1254,80,1377,138,22,19,55,11,16,8,48
6403,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6404,104,66,517,296,89,72,54,8,6,22,3,4,2,12
6405,12007,7822,15173,8539,3471,5612,3276,2705,1981,1609,2317,759,507,237
6406,53,11,107,36,19,16,32,9,27,12,4,11,8,4
6407,17320,19438,21905,9507,6188,4674,5188,5366,3213,3239,2302,1350,814,401
6408,67,4,2,6,1,11,1,0,2,8,0,13,0,1
6409,2,1,1,2,3,16,1,1,0,4,0,0,0,0
6410,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6411,5,1,1,2,0,1,3,0,1,4,0,1,0,0
6412,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6413,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6414,781,670,2581,1463,345,576,566,129,175,306,83,110,66,49
6415,5,3,4,32,1,0,0,1,2,5,5,4,0,0
6416,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6417,456,719,3874,197,1430,225,87,59,126,91,60,17,326,11
6418,8,3,12,104,14,16,2,3,3,7,4,0,2,4
6420,3,1,51,34,0,1,3,1,3,5,0,0,0,0
6421,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6422,1,0,1,3,0,4,2,0,0,1,0,0,0,0
6423,235,108,330,65,33,80,56,65,11,4,36,3,1,0
6424,81,59,242,187,21,59,29,13,24,143,24,15,4,16
6425,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6426,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6427,179,382,290,412,102,264,134,84,138,29,8,412,5,18
6428,3,15,3,0,5,0,0,2,1,0,0,0,0,0
6429,4,8,39,15,0,7,39,4,0,0,0,1,0,0
6430,205,179,236,237,127,191,44,64,33,47,19,4,48,3
6431,166,80,463,232,896,114,42,15,15,138,7,19,17,8
6432,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6434,2,15,2,1,10,1,0,0,0,0,0,0,0,0
6435,58,52,371,52,36,48,50,12,2,9,0,13,2,11
6436,100,21,238,199,64,1145,60,18,65,20,15,65,10,17
6437,0,3,0,1,0,0,0,1,0,0,1,0,0,0
6438,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6439,11,9,16,43,2,5,3,4,4,24,2,6,20,0
6440,8,5,14,2,9,8,4,0,3,3,0,0,0,1
6441,440,234,765,355,185,926,148,72,1104,103,196,23,21,12
6442,3,0,0,1,1,0,0,0,0,0,0,0,0,0
6443,1,9,0,0,2,0,0,1,6,0,0,0,0,0
6444,1289,349,362,3113,121,314,169,114,2056,244,141,680,16,51
6445,1038,1026,730,810,364,366,468,391,318,284,223,95,183,87
6446,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6447,861,697,1376,1372,313,533,296,216,147,390,164,197,44,26
6449,2,0,0,1,0,0,1,0,0,0,0,0,0,0
6450,19,11,185,102,20,86,19,7,2,3,2,0,0,1
6451,1,0,0,0,0,0,0,0,0,2,0,0,0,0
6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6453,13508,7668,10062,6124,4315,6086,5168,3089,2258,1633,1879,727,467,268
6454,555,197,476,456,128,845,176,122,85,145,17,198,25,36
6455,44,42,38,100,10,43,19,16,5,10,9,3,1,13
6456,0,0,0,0,0,0,2,0,0,1,0,0,0,0
6458,3,1,2,5,2,5,5,0,2,0,1,3,1,11
6460,53,95,36,19,24,79,9,19,5,10,3,2,2,0
6461,6,20,73,1,3,3,1,4,1,1,0,0,3,0
6462,37,4,7,30,6,9,16,3,5,5,1,1,1,1
6463,22,72,19,10,13,20,8,19,0,10,12,0,0,0
6464,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6465,0,6,0,2,0,1,1,0,0,1,0,0,0,0
6466,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6467,288,387,152,154,21,24,40,179,77,29,54,27,16,28
6468,0,3,0,0,1,1,1,0,0,0,0,0,0,0
6469,16046,9040,1713,1830,529,262,820,2147,594,1401,431,341,151,19
6470,1,1,0,0,0,0,1,0,0,21,0,0,0,0
6471,330,697,152,222,113,693,134,836,6,3,30,0,2,0
6472,145,22,127,250,44,72,62,40,244,167,137,54,0,3
6473,195,142,346,63,60,60,38,43,37,18,10,5,8,1
6474,268,98,186,409,307,1584,92,35,51,43,26,22,9,23
6475,27,19,19,66,9,32,3,44,1,7,5,1,0,4
6476,0,0,0,0,0,1,0,1,0,0,0,2,0,0
6477,6,2,18,6,1,7,7,0,3,5,0,1,0,1
6478,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6479,19,1,0,0,0,4,0,0,2,2,0,0,0,0
6480,0,0,0,2,0,8,2,0,3,0,0,0,0,0
6481,31,1,39,5,41,6,2,3,11,5,1,2,4,2
6482,6552,5508,804,600,468,356,499,1011,449,554,316,203,159,33
6483,19,22,62,45,9,7,10,9,18,15,8,6,2,6
6484,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6485,12257,1341,8276,9830,1482,4395,1387,464,890,1474,541,379,424,326
6486,2,0,2,51,0,5,1,1,2,4,1,65,0,1
6487,155,93,108,343,25,81,71,64,12,23,14,12,0,5
6488,7,5,27,18,12,9,7,0,1,3,1,4,4,2
6489,0,0,0,0,0,0,0,0,0,0,0,2,0,0
6490,314,1414,272,196,126,251,179,540,80,32,166,8,22,8
6491,35,15,148,137,9,88,56,11,15,17,17,16,1,13
6492,0,0,0,1,0,0,2,0,0,4,0,0,0,0
6493,443,318,448,262,132,311,2143,110,142,99,67,45,43,14
6494,0,0,3,0,0,0,0,0,0,0,0,0,0,0
6495,0,1,0,5,0,0,0,0,0,0,0,0,0,0
6496,2,10,2,1,1,1,1,3,2,2,1,0,0,1
6497,18,14,266,37,27,235,4,4,3,18,3,0,72,6
6498,0,1,0,1,0,0,2,0,0,4,0,0,0,0
6499,27,7,30,33,6,13,7,3,1,1,0,0,0,1
6500,345,103,271,318,78,223,178,50,174,92,108,38,13,19
6501,8340,9940,7208,5894,3569,2787,3054,3526,1479,1408,1429,363,336,137
6502,23,3,7,31,8,6,6,2,8,9,4,19,1,2
6503,5,0,1,5,1,0,1,0,2,10,0,0,0,0
6504,310,29,138,498,52,290,63,22,26,13,10,14,10,6
6505,0,0,0,0,0,0,0,0,0,11,0,0,0,0
6506,46,5,151,32,2,5,11,2,3,1,4,1,1,0
6507,140,303,437,138,36,111,136,89,33,28,15,8,125,4
6508,15091,12876,17092,12422,10146,7372,5540,3019,2266,2598,2128,1062,368,467
6510,261,205,38,66,28,50,60,70,23,30,32,13,0,1
6511,118,180,33,90,21,102,26,42,891,10,20,16,2,3
6512,244,234,581,438,75,445,74,80,58,168,424,32,12,9
6513,110,169,904,180,71,101,47,36,33,53,7,16,53,9
6514,1,1,10,2,1,17,0,0,0,0,0,0,0,0
6515,2340,2572,5840,4666,1610,1330,1118,1063,425,493,431,171,169,32
6516,2,0,0,1,0,0,1,0,2,0,0,4,0,0
6517,232,217,120,193,55,55,129,41,176,36,79,9,1,0
6518,9659,7784,5238,5190,2355,1955,2579,2469,2233,1245,1269,846,478,154
6519,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6520,4,1,1,5,13,8,2,4,5,3,0,0,0,1
6521,9310,6578,12346,6226,2363,5930,3342,2610,2042,1241,894,771,583,219
6522,112,42,64,88,23,41,32,38,17,34,9,7,4,13
6523,1,0,5,1,0,1,0,1,0,0,0,0,0,0
6524,0,0,1,1,7,0,0,0,0,0,0,0,0,0
6525,3,1,14,16,1,8,0,0,0,8,1,0,0,1
6526,15,1,2,12,1,6,3,0,0,3,0,2,0,0
6527,5,14,3,2,0,0,0,1,1,0,1,0,0,0
6528,21,7,8,5,16,36,2,4,7,0,0,0,0,0
6529,9,18,2,0,3,4,0,1,2,2,0,7,0,0
6531,6,3,5,57,0,8,4,1,2,7,0,0,0,0
6532,2,0,1,6,0,0,1,0,0,2,0,0,0,0
6533,10,1,66,76,15,116,17,1,5,3,1,5,1,1
6534,6,3,1,6,1,18,7,4,2,1,1,40,0,1
6535,8923,6901,6960,4803,2399,2698,2698,2728,1283,1390,810,718,482,137
6538,10,10,6,6,2,0,7,1,6,0,0,4,0,0
6539,21,19,25,20,6,12,47,9,7,12,1,1,0,2
6540,4,1,1,2,0,1,0,0,1,3,3,0,0,0
6542,1252,497,719,1093,376,745,348,97,698,93,488,360,17,45
6543,3175,1180,6895,3274,806,1222,943,425,534,818,336,326,144,178
6544,17,12,40,42,17,15,9,2,3,11,0,0,2,8
6545,30,29,104,51,24,73,47,14,4,19,2,3,3,4
6546,4,8,5,40,1,3,8,0,1,2,9,13,0,2
6547,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6548,2,0,0,0,0,0,0,0,0,3,0,0,0,0
6549,807,1044,4378,1263,1678,271,516,139,149,194,136,103,144,34
6550,1,0,0,0,0,0,3,0,1,1,0,0,0,0
6551,856,758,4274,912,884,205,187,111,185,212,51,128,200,12
6552,2367,5639,1976,1068,2194,1722,506,1527,586,372,292,224,102,68
6553,0,0,2,2,2,0,0,0,2,0,0,0,0,0
6554,0,1,4,0,0,1,0,0,0,0,0,0,0,0
6555,2,0,0,4,0,3,2,0,0,1,0,1,0,0
6556,14,0,20,19,0,5,5,1,13,0,0,41,2,0
6557,36,140,72,112,70,39,41,26,10,11,8,4,0,7
6558,0,0,0,0,1,1,1,1,0,0,0,0,0,0
6560,606,207,9075,714,109,288,188,79,246,162,112,254,476,21
6561,1,7,3,20,2,2,1,1,0,1,0,0,0,0
6562,99,425,162,159,62,186,40,112,26,11,13,25,1,9
6563,12,66,8,9,1,8,19,75,8,45,3,7,0,0
6564,2,1,2,2,5,20,3,3,1,8,9,0,0,0
6565,121,85,130,179,319,420,37,33,31,40,9,57,4,12
6566,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6567,1275,1364,8130,1235,1128,551,299,409,162,372,67,95,367,32
6568,0,0,0,0,0,0,1,0,0,13,0,0,0,0
